Gene1	Gene2
A0AVT1	Q4G0F5
P26583	Q9UPN6
Q92817	O43808
P26368	P45880
Q2NL82	P07947
P00441	Q01085
Q96AC1	Q9NVA2
P36542	Q04837
P68104	P38159
P08174	Q3ZCQ8
P68104	Q96S59
P39210	O95139
P51659	P63244
P14314	P07237
Q96AE4	Q9Y6G3
O00264	P60866
Q12906	Q99757
Q9H845	O75616
Q96D46	P42224
P62736	Q15942
O75477	Q9UNL2
P11142	Q9NVZ3
Q12884	Q96B97
P61978	P18754
Q13423	O43395
P40925	P30044
Q13769	Q9UDY2
P39210	Q16864
P14649	O00193
Q9NUL7	Q12905
Q14011	O15160
O43143	P56589
P28288	Q8IXM3
P11142	P18583
Q14254	P63027
Q04323	P63027
Q9H0H0	P15313
Q00839	O00422
P35998	Q9Y3D3
P82650	Q9H061
P06576	P40926
O15083	Q8IUD2
P43307	P50991
Q00796	P09493
Q9Y676	O95071
Q07955	Q9Y6M5
P78527	P49792
Q5VSL9	P35658
P07910	Q9Y6G3
P62913	P52815
Q9H2H8	P53992
Q12874	O94842
Q04837	P45880
P18846	P15408
P25787	P50454
P15559	Q9BY77
Q00688	Q9UKS6
Q9H0A8	Q7Z4G1
Q9GZR7	Q9H8H2
Q14320	Q86W50
Q14004	Q9BTC8
P49411	Q9UMX5
O75844	P39656
P78527	Q96BW5
Q14978	Q15050
Q9P2N5	Q9Y2Q9
P68400	Q92541
Q9UKV3	A8MWD9
Q9UHB4	Q86TU7
Q2TAY7	Q13641
Q06830	P62256
P32119	P62256
P51665	Q92890
Q92890	Q9H3U1
P49756	Q9BVJ6
Q9BV44	Q96QK1
Q9NUL7	Q9GZY8
P50416	O75477
Q16540	P62841
Q14318	P33527
Q12905	P35610
O94966	Q9H0D6
P27708	P68371
P61088	P50552
P11021	Q93052
P24752	P42765
P08670	Q15942
Q13228	O75717
P52655	P37275
P24539	Q9UI12
Q9UMX0	Q9UI12
P17661	P60660
Q8N684	O75306
Q16630	O43815
O00422	O15260
Q16531	P04004
P09012	Q9Y5L4
P35749	Q12965
O60828	P11441
P23528	O15160
P48047	P46783
P24539	Q9Y6G3
Q6I9Y2	Q9UI30
P11717	Q9NRX5
P08107	P17066
P33527	Q8TCJ2
Q12906	P03886
Q9NVA2	P51531
Q9NY27	P09493
P12814	P15311
P07437	P26368
Q9H267	Q9UBQ0
P09936	Q6UXN9
P68104	Q9Y5B9
Q12905	Q99707
P61106	Q9Y6A5
P07900	P19338
O95182	O95155
P04406	Q9NTK5
Q99729	Q15904
Q14974	Q96P70
P62857	Q9Y2Q9
Q14197	P62269
P07741	Q9P2P5
O95757	Q9Y5Y2
Q9Y4L1	Q8NFH4
A6NHG4	O15212
O43390	Q9BVG9
Q00325	Q5XKP0
Q8NHP8	Q9NTZ6
Q9BWU1	Q96LT9
P62736	Q9Y399
Q70UQ0	Q96CM3
Q9UHA4	Q9UM00
Q70UQ0	Q7Z7H5
P10599	P62837
Q9BV44	O75436
Q5VYS8	Q01831
P25787	Q9UPT8
P28370	Q92922
P04216	P36543
O43314	Q6RFH5
P13929	P06744
P50990	P21281
Q14671	O75436
O75396	Q96I99
P34932	O94842
P09622	P54819
P09622	P03915
Q9Y224	P33993
P62736	Q9Y2R9
P25705	P08107
P11021	Q9UJZ1
Q86UE4	Q15149
Q15436	P50454
P28340	P25205
Q9UBX3	O60783
Q92499	Q9BWF3
P28066	P68036
Q00325	Q99805
Q9UHA4	Q4U2R6
Q86TS9	P62269
Q14204	P07951
O60828	O43819
Q16630	Q9BYX2
P55809	Q14247
Q15424	P26368
Q9H4M9	Q9H223
P62987	P21796
P30044	Q9BW83
P31327	Q9BYN8
Q13243	P18583
Q9BYC5	P61353
P78318	Q9BRT9
P22061	Q9NR45
O43314	Q9NNW5
Q86XP3	Q9Y314
Q9Y6M9	Q12846
O14965	P26639
P11413	P50991
Q9BRA2	P38606
Q16864	P45880
Q9BRG1	Q96KR1
O14818	Q01082
Q99700	Q92917
P40939	Q96KR1
P39210	P47985
P14927	P62249
Q9NXV6	Q92820
O60812	Q1KMD3
Q00839	P56537
Q9Y6H1	Q92887
Q9NX70	Q3YEC7
P22307	Q13636
Q9H2H8	Q15293
Q99613	Q5T653
Q9H2H8	Q9BWH6
O75448	Q9UPN7
Q96EV2	Q9UPU3
P49411	O76070
Q16531	O14776
Q9Y4Y9	Q05086
O94888	Q9Y3C8
O94888	P61960
Q70CQ2	Q9C0B0
Q9UMX0	Q9C0B0
Q8IWV7	P38606
Q9NUQ8	P21281
O95801	Q9UBQ0
O94888	P46937
P09132	O75152
Q9NUQ3	O75152
Q5VT66	Q9UPT8
P09132	O76080
Q93008	Q96K21
O94906	Q5BKZ1
P28288	Q8N9F8
Q9UPN3	Q16401
O43390	Q16891
Q9BYN8	Q13242
O43852	P00533
Q15758	P82673
Q12905	P11279
P13639	P31943
P06576	P36578
Q9H9E3	P60866
Q96KG9	Q6UX04
Q92499	Q5TC82
P28066	Q9UMX0
Q96L21	P62263
P21589	O43678
P30044	Q14914
O43852	P46778
P53041	P09651
P09622	P31930
P50416	P49821
Q8NBS9	O43670
O00425	Q9P032
P05141	P39019
Q12906	Q9UP95
Q01518	O43464
P33527	O00330
P19022	Q16643
P06400	P32780
Q99613	P49755
P14618	P32119
Q12906	Q9BRZ2
Q16222	P50552
Q12905	Q99757
P61201	O60825
Q86XP3	P07814
Q6IBS0	Q96PU4
Q13151	P62753
P20618	P83731
P61586	Q07020
P35658	P84098
Q9UHD8	P52758
P55769	Q9Y3C1
Q8N183	P30405
P55809	P51688
O43598	Q9NP77
Q96DM3	P51692
Q9NX18	P61956
P62837	Q9UMX0
O43598	Q8IWV7
P23246	P0C7P4
O94888	Q93008
Q8N2U0	Q9Y277
Q8NI27	Q14202
O43598	O00488
O75312	Q15942
Q15717	P84103
Q92520	Q9Y5U9
Q9UBX3	Q12846
O15145	P15311
O43633	Q9P2E9
Q96J01	P46939
P25205	P40938
Q07021	O15160
P07237	Q99832
P30405	P46060
Q9NP97	Q9Y2Q5
P49411	P17813
P28288	Q9NPL8
P51991	P62857
Q15427	Q01085
O43143	Q9UBU9
O43852	Q9NSE4
Q8WVJ2	Q9H2H8
P54105	Q9UMX0
P38159	Q96PK6
P19338	P55809
P78527	P49756
P04792	Q8WX93
P09884	Q00577
P17661	P18621
Q9Y376	Q4G0F5
Q9NVE7	P29350
P05787	O75886
Q00341	O43264
Q99471	P41252
P21127	P62834
P09661	Q9NS69
O60885	Q02878
P33527	Q15526
O60828	Q9P2E9
O95182	Q9Y277
O75616	O15296
Q9BVP2	P38919
P58107	Q2NL82
Q07021	P16989
Q14147	Q8IYI6
P42892	Q96CS3
Q96CS3	P43304
O75844	Q9BUJ2
Q96CS3	Q15070
Q9GZT8	O15031
Q58FG0	P31930
Q12906	Q14257
O00115	P23921
Q2VIR3	P62280
P08621	Q9GZT3
Q9BUJ2	Q7Z7N9
Q96CS3	Q5SRD1
Q9NVK5	O94842
P15559	Q9BYJ9
Q8TCS8	P46060
Q15758	P00387
P09651	P63220
Q12905	P07947
Q9UBS4	P11117
P10809	P08238
Q15056	Q9UHX1
P82979	P09110
Q9UGU5	O75376
Q92733	Q9BQ15
O75448	Q9UBB9
P31930	Q15526
O94905	Q1KMD3
Q14686	P46060
Q9UMX0	Q8IWB7
O75027	O75340
P52272	Q9P258
Q9BV86	P28482
Q9BV86	P27361
Q16540	P61247
Q15691	Q13813
P68104	P35637
Q9UKV3	Q15424
P09012	Q92973
P68104	P11940
O60506	P10253
P49841	Q06124
O95182	P22307
O95182	P09110
P07602	P37840
Q9UI09	Q9NS69
P46108	P50454
Q14694	Q9Y2X9
A0AVT1	O95155
Q00839	Q9Y3D3
O43390	Q9Y2Q9
P49756	Q9Y5B9
P49721	P63146
P19338	P25490
O00567	Q15050
Q9BUJ2	Q1KMD3
P68104	P60900
Q9Y5S9	P54727
P68104	Q9Y230
O75475	P62280
P43243	Q9NZM1
P10809	Q9NWU2
P60981	Q96BN8
Q96QV6	P33778
O75844	Q8IYS2
O75526	Q92696
Q14204	O60568
O75844	P18031
Q15434	Q9NX20
O75844	Q9NQ50
Q9Y3B4	Q8IY81
Q9H1D9	Q5JTH9
Q96QV6	P62263
Q01844	Q9BQC6
P63000	Q9Y617
O43765	Q8IY18
P84103	Q9NUH8
O60506	Q53S58
P84103	Q53S58
O00273	Q6ZVM7
Q9NQC3	Q6PI78
Q13243	Q9Y320
P60981	Q99614
P68363	O75643
P52888	Q16222
P61964	P55060
O14745	P23396
P08574	Q9P015
Q96PK6	Q13151
Q14204	P58107
O60506	Q08380
Q12857	P84103
Q9UHA4	Q9Y277
P80723	P11021
Q12906	P11233
P40227	P45974
Q01081	Q9Y4B6
Q13838	Q9BRP8
Q12906	Q7Z7F7
P28288	Q9NX14
P14618	P30041
O75436	Q92889
Q7RTV0	Q8WWY3
Q05519	P18583
Q9H7Z6	P62140
Q9ULV4	Q8N4V1
P46108	Q9NR45
Q96T58	O00625
O00625	P67775
P61978	Q9UQM7
Q8WUM4	Q9UBV8
P35637	P05386
O75396	Q96ST3
P09972	Q9NTK5
P68104	Q9UHX1
Q9NQW6	O00255
Q8WU90	Q6NZY4
P28062	Q93008
Q9NRK6	Q16611
P62854	P82912
Q9H270	O00308
P18124	Q9H3N1
Q00839	Q8ND56
Q00796	P13804
P52701	Q9Y5B9
O95391	P48643
O95400	Q14019
Q8WXX5	Q13630
Q13616	Q96IG2
A6NHG4	Q9UL46
Q58FG0	P18124
P05141	Q9NQ39
P61758	Q9NXH9
Q6P3X3	P40222
Q15459	Q6EMK4
Q9Y3C8	P21281
Q70CQ2	O75351
P67775	Q99460
P25705	P62244
Q14204	Q15459
Q00688	Q9UNS1
P39210	O60783
P14866	P23246
P09661	Q9Y5K5
P17844	Q13426
Q16531	Q92804
O43660	Q8TBF4
P51553	P22307
P51553	O60828
Q01082	Q99757
P30044	P49459
P49257	Q96S52
P25786	P26447
Q9BRA2	P21283
Q04837	P11441
P21333	P35579
P61163	Q15050
Q96EY1	Q8WVM8
P05198	O43815
Q00688	Q32MZ4
Q86UE8	Q9UIA9
Q15427	O95155
Q14204	Q96RQ3
Q14204	Q9HCC0
P61163	P35579
P52594	Q9P2R7
Q01581	P41252
P60981	Q8TBC4
Q12905	Q9UHX1
Q12824	Q13595
P62736	P09211
P04792	O43847
P60900	P50990
P43243	P49406
P33897	O00116
P22307	Q9UQ35
Q96PK6	O75494
P34896	P34931
Q96JC1	Q96QU8
Q00325	Q9BYN8
P10809	P22626
Q02878	P12270
O60506	P10599
P62191	Q9NYU2
Q8TCS8	P26599
Q9H832	O14980
P63146	Q92889
O95433	Q9UDY4
P61201	Q8N3D4
Q96FF9	Q6PKG0
Q9NUT2	Q9BYZ2
P30086	Q14914
Q8IY37	O15160
O76021	Q9H1D9
Q15434	P84103
Q9Y617	A0MZ66
Q96A26	Q9UNL2
P50225	O76070
O43663	O95359
Q15818	Q13428
Q9Y617	Q6YHU6
Q9NP77	O75663
Q9NP77	P60174
Q9Y617	Q99614
P68363	Q01081
O00625	Q96S82
Q5T6F2	Q96KR1
P78318	Q96K21
Q70J99	Q9H0D6
Q07955	Q9BTV4
P49411	P54819
Q13421	O43674
P51665	Q15459
P45974	P38606
Q99613	P35579
P60891	O43776
P30566	P04818
O43819	Q07157
P20700	Q9H0U3
Q9H4G0	Q9BUJ2
Q15050	P62701
Q9BWM7	Q3ZCQ8
Q9NUL7	Q9Y3B7
Q9H2U1	Q16181
Q10570	Q9Y5Q9
Q14204	O94992
Q9H299	Q9Y6I4
P21589	P57105
Q01581	Q15046
P60981	Q9NXW2
P23284	P46060
P24752	Q9P0U1
Q99460	P68366
Q02218	P10515
P82979	P63279
P42765	P21796
P12814	Q05682
Q15067	P14854
P78527	Q9P016
Q96J01	Q9Y2L8
Q86XA9	P37198
P53990	Q00266
P24539	Q15388
O14802	Q9P253
P20645	P49792
P16403	P20671
Q9BSL1	Q93009
P62987	P61960
Q9UNM6	Q6NZY4
Q7L014	Q8TEQ6
O75175	Q8WVV9
Q7L014	P54317
A6NK07	O00159
Q9NX55	Q6N069
Q2VIR3	P46087
O15355	P25786
P53384	A6NED2
Q9H009	P62829
P56537	P36578
P39210	Q9H9J2
Q9UJS0	Q9H2W6
Q96KA5	Q9HD33
Q9NQ39	P23396
P46087	P46782
Q58FG0	P62241
Q2VIR3	O00422
P41223	Q16181
Q00325	Q96NB2
P51553	P35270
O75694	O95359
P84098	Q99867
P23588	Q92526
P11717	Q9Y5J6
Q9UKX7	Q5JTV8
Q7L014	P07951
O75934	Q6EMK4
Q5T6F2	Q9UBQ0
Q2VIR3	Q5BKZ1
Q9NX55	O75312
P31327	P38646
Q14671	P49903
P14868	P38606
Q04837	P36543
Q16891	Q16795
Q9UBX3	Q9Y2Q9
Q16531	Q9UBU9
Q96PK6	Q13123
P50990	Q9GZZ9
Q70UQ0	Q15070
Q13151	P62244
Q9Y2Z0	Q9GZL7
P20618	P62266
O60828	Q9Y2Q9
Q86V81	Q9GZZ9
Q04721	Q96ST3
P15927	Q04323
P05386	P82673
Q15070	Q16540
O75915	Q93008
P33527	Q8WUM4
P61201	Q14C86
P04080	O75369
Q8N1F7	Q9Y4G6
Q96T76	P35269
P21912	P46940
P19338	Q7RTV0
P43246	Q9UHD8
Q9NVA2	P25325
Q16222	Q96JC1
Q8WYQ5	Q13045
P62805	P62888
O00116	P51553
Q15427	Q04837
Q14203	Q9NRL3
P46108	Q08211
P04406	Q86U42
Q9NVC6	Q9C0J8
P68104	P13929
P13639	Q8IXI1
P31939	P10599
P22626	P62987
P55265	P52272
Q14318	Q13423
P36578	P26639
Q6ZUT9	Q00613
Q9NQR4	Q9Y639
Q12906	Q9H1E3
O14745	Q9Y570
Q92887	Q13636
P62820	Q13636
Q9ULL5	P13489
Q8TAE8	Q6P1L8
P22234	Q9BWH6
P11021	O43865
O15355	O43865
P22234	O60232
Q96ST3	Q6YHU6
Q92542	Q9NUH8
Q1KMD3	Q9NYL9
Q96ST3	Q14166
Q93009	P0C7P4
Q12931	P45880
Q15631	Q9UBQ0
Q06323	P55060
Q15427	O75152
Q14204	Q9UPT8
Q14202	Q9UDY2
Q3LXA3	Q9BWD1
P20618	P62424
Q14197	Q8WXH0
P38159	P31350
Q9H845	P10515
Q15648	Q9UKM9
Q9UBX3	Q9NQC3
P13639	O14979
P48643	O43396
Q92887	Q16795
Q9UI12	O60504
Q9BRG1	P46937
Q9Y237	O43819
Q9Y237	Q9Y277
Q15393	P27105
Q9NR31	P55327
P68104	P60842
P22087	O43395
Q92616	P08107
Q9H2P0	P50402
Q9UHA4	Q9NYK5
Q969X5	P53990
P14859	Q01082
Q15459	Q9UI30
P30405	O95155
O75368	Q9UNE7
P09622	Q15233
Q07955	P43307
P19784	Q8N7H5
Q0VDF9	Q8N7H5
O75494	Q13247
Q08211	Q9BYV6
Q9H2U1	Q9NRV9
Q16531	Q9UHR5
Q9Y6K9	Q9BRT9
P07602	Q13243
Q96FF9	P41208
P52815	P18887
O43390	O75400
P07910	P23246
P24752	P11441
Q9H1B7	P38117
P61604	P34949
Q99613	Q99733
Q15393	Q9BYV6
Q16540	Q04837
O95182	P35658
P15328	P12268
P34931	Q9UJZ1
Q99439	P55795
Q8N684	P49736
Q9H299	O00186
Q9BRP7	O75526
Q8IVF2	P13645
Q9NVF7	P20618
P53350	Q53FA7
P46777	Q8IY81
O43865	P50454
O43865	Q9H299
Q9NQC3	Q9UMY4
O43865	O60493
O43865	Q93045
Q96ER3	Q96PV0
P28331	Q8IUX1
O60232	Q9Y6A5
Q9BYN0	Q9BUF5
O43865	Q9UGI8
Q13405	P62072
O60232	P29401
O60232	Q04726
Q9UBT2	Q6ZVM7
O43865	P09493
Q9BTF0	Q9NXH9
Q92541	Q7Z2W7
O60232	Q8N5M4
O43865	P04818
O60232	P63146
O60232	Q96S82
Q9UHD8	P0C7P4
O43865	P61960
Q9BYN0	Q9C0B0
O43865	O75436
P35659	P04004
O94782	P55060
Q9Y277	Q96TA2
Q6EMK4	Q86VM9
O43865	Q96K21
O60763	O00488
Q9BYN0	O75312
P05141	Q9Y639
P39210	P07919
Q15800	Q16891
Q16531	O95983
O95104	O95292
Q15291	Q969G3
Q9Y5M8	P52758
Q15149	Q13595
P60981	Q9Y6Y8
O00232	Q00341
P25490	O75717
P60900	Q13148
P31040	Q99460
Q96AE4	P36871
Q15386	P46939
Q00839	P06702
O43390	Q9Y3D3
P63279	Q9UIA9
Q70UQ0	Q13243
P08195	P16615
P33527	Q9UI12
Q8IWZ8	P36543
Q9UGU5	Q969G3
Q96PK6	O75533
Q9UBQ7	P36871
P31040	Q9UNN8
O43390	Q9BRJ2
P28482	P20929
Q15349	Q15833
P25705	P80723
P06576	P51991
P78527	Q6P2Q9
Q12905	Q9H9B4
P21333	Q70UQ0
Q92499	P68104
Q00839	P35579
Q16531	Q9UHX1
P68104	P07919
P21333	P62995
Q4VCS5	P50552
P36542	P38606
Q9NX18	Q96I99
O75027	O95139
P31040	Q8TDB8
P15924	P50135
Q58FF8	P07900
Q7Z478	P09913
O43390	Q99538
P56537	Q9Y2X3
Q9NUU7	Q9UBU9
O14745	Q8IXS6
P13010	Q96BW5
Q9UKY7	Q96PU8
P54105	P54725
Q8NC51	P36578
Q6P1L8	P60866
Q7Z478	P54920
P62191	Q9UMY4
O60493	O15400
O43242	Q9Y2Z0
Q9H9B4	Q9P0S9
P13797	Q16881
Q9NUQ3	P22314
Q92544	P47985
Q9Y5U2	Q9NW82
O75663	Q9NQW7
O60493	O75152
O14530	O75312
Q12874	Q96SB4
P20671	P61513
P60981	O00233
P17844	P62249
O43314	Q8WU90
P26038	Q9UKN8
Q9BYG3	P62847
P61978	O00267
O43390	Q9NQ50
O95400	O75368
P51784	Q01831
Q9NUT2	Q9UNN8
P78527	Q92620
P68104	P20671
O43809	Q9UNN5
Q01581	P45984
P30041	O15067
O00422	P04004
Q9UMR5	P39023
Q9UMR5	P62854
P39210	O43674
P39210	O75380
P39210	P03915
Q99613	P55209
Q9Y3B4	Q13641
P54105	P63220
Q15019	Q13641
Q14152	P35749
P60842	P47985
O75955	P67809
P28066	Q9Y2R9
Q12905	Q9UHA4
Q14254	Q9Y3E5
Q92520	Q9BWM7
Q12906	Q8NF37
Q07021	P57740
P22234	Q9Y6A5
Q12906	Q02127
P49903	P55327
Q16643	Q01082
O75368	P42226
P11142	P62917
Q08211	Q8IXI1
Q96QR8	P40938
P43686	Q6NZY4
P62195	P07437
P23246	O96008
P14927	Q02878
P05198	P67809
P50750	O95747
Q96CS3	O14949
Q32P51	P62820
P46087	Q08945
Q8N5C6	Q7L7X3
P22234	Q53S58
P06703	Q6ZVM7
Q15020	P12270
Q58FG1	P62837
P41229	P45974
O43396	P55060
Q9Y3C8	Q15942
P09429	Q08945
P63279	O14980
P22626	Q96FQ6
Q14258	Q16222
P06703	Q15436
Q96L21	P42766
O95400	Q9Y244
P24752	Q9UNY4
Q12906	Q9Y6M9
P60981	O43765
P43246	P49756
O43143	Q9BYC5
Q9NRX4	Q9H6Z4
P35579	P67936
P49721	Q15436
Q9H211	Q8WYQ5
Q13523	P46777
P17844	Q13151
Q00325	Q9BYD2
Q99460	P67936
Q00688	P35580
P08238	P60660
Q9BZI7	P11388
Q3LXA3	Q04446
P46459	P42224
P50552	Q16864
P15374	Q9H267
Q12830	O75376
Q9UMR5	P11498
Q15366	P23284
P13639	Q9UI12
O14818	P98179
Q9BWM7	P63027
Q86UV5	Q96QK1
Q70UQ0	O75340
P40939	P68371
Q06830	P29401
P68104	Q9H8Y8
P23246	Q9Y5J7
P60981	P23497
O75027	P31930
Q92616	P08621
P39019	Q8IWZ8
O43809	P23396
P82673	P21283
O95400	Q8IWI9
P26447	Q13228
P31946	Q9Y4P1
P33897	Q14573
P28288	O43181
Q9H444	Q14764
P61160	Q9ULV4
P18859	Q5JTJ3
P12814	Q96CS3
Q9UFG5	P55795
O75955	Q8N766
P62820	P62834
Q9NR30	P06702
Q08211	Q8IX01
P13797	O60493
Q8IVS2	Q9BSE5
Q9Y617	P37837
O75533	P68363
P23921	Q53S58
Q14558	Q8WVY7
Q13838	Q05086
Q6PHR2	Q6UXN9
Q9Y2W2	Q5T200
Q9BV44	Q96KR1
P22695	Q5BKZ1
Q5VSL9	Q9BWF3
P08243	P07814
P06702	P12270
O75955	Q16706
Q13561	Q14566
Q9P2I0	Q6STE5
P68104	P98179
O75935	P51808
O00116	P17931
O75533	Q04837
Q9Y2L1	O75083
P07814	O14980
O75489	P09001
Q9Y276	Q7Z7H8
P35579	Q9Y676
P45973	Q9P0M6
P62269	P82933
P61758	P35998
P10644	O00255
Q12906	P42704
Q6P2Q9	P62851
P46778	Q15185
Q04941	Q9BYD2
Q12905	Q9H0N0
P60981	Q96HC4
Q14204	P35637
P30041	P35241
Q6VMQ6	P62917
O43390	P56589
Q9ULV4	P62745
Q9UBF2	O95169
Q9BWF3	P12270
P08621	P67936
Q96PK6	Q07955
Q08211	P61020
Q9UIG0	Q9UQ35
P33527	Q15424
Q9NW08	Q2NL82
O75475	Q9Y2W1
P35580	Q16181
P04908	P62995
Q00325	Q9Y6N5
P40926	P50454
O75396	Q9BSH4
P52272	Q02127
Q15436	Q9UHD9
P17844	P07477
P12235	Q8NHW5
P28072	Q6NZY4
Q9C005	P07942
P34931	O75306
Q92887	P47985
P52565	O00625
Q13724	P62899
O14757	Q96RN5
P04899	P35580
O14880	O43181
P10768	P40925
Q13283	Q14978
O00221	A6NEC2
Q969G5	P11498
Q16626	O60216
Q96GA3	Q15293
P19105	Q07020
P30050	P60903
Q9HCE1	Q8IX01
O43865	Q96ST3
Q969G5	P51571
O43175	P42224
Q9BYN0	Q6ZVM7
Q92783	Q9C0B0
Q9NVK5	Q8NBT0
P24752	P55060
Q9BZV1	Q96QU8
P21281	O75312
P52272	P49756
P60981	O43504
O75934	P10646
Q04721	Q03405
Q9NVA2	Q15637
P21912	P28331
P08243	Q16719
Q15436	P09493
P29401	P51668
P07814	P21281
P60981	Q14671
P26641	Q5VSL9
P07900	P18124
P62826	P62995
O43390	Q92542
P50995	P63220
Q15019	O15260
Q16643	Q13813
P60842	Q8NFJ5
P39210	Q9Y3D3
Q99757	P67936
Q15233	Q9Y3U8
Q01130	P67936
Q15637	Q96ST3
Q9Y237	Q16763
Q12824	P18583
P06576	Q9NS69
Q13423	P04216
Q9Y2Q5	P82921
Q15427	Q9Y5L4
Q9NRG1	O95197
Q15436	Q93045
Q12857	P62995
Q9Y244	P49459
P40939	P31943
P78527	P12270
O00159	Q16181
Q14204	P15927
Q8WWY3	Q13033
Q00839	Q9BYD1
P24534	Q13242
P61923	Q9HD26
Q9UMR5	O00267
O00571	P58107
Q12830	Q92925
P10644	Q8WUX1
P11142	O94979
O15067	O43765
O95155	Q00341
Q6P2Q9	Q9Y5B9
Q13421	Q13084
Q6P2Q9	Q15019
O75477	Q9UKM9
P30043	O60547
P21912	Q9Y6M9
Q9P0L0	P36543
Q99584	Q6I9Y2
Q92499	P61586
P30050	Q9Y6E0
Q6ZUT9	Q13322
Q9NY12	Q9NX24
Q9Y266	Q9Y570
O75844	P61026
Q1KMD3	Q15907
Q2VIR3	P62847
Q8N684	Q92665
Q6IAA8	Q96AG3
Q969G5	Q01082
Q13243	Q9NUH8
Q969G5	P67936
P04216	Q8TAP9
Q15233	Q8NBM4
Q9BVJ6	P45880
Q96FQ6	P55809
Q9BYX7	Q03001
P15559	P39019
P63173	Q9P2E9
Q96L21	P62851
Q96L21	P62857
Q96L21	P62081
Q7L2E3	O43678
Q9ULV4	P67936
P25325	O15498
P42765	P45880
Q8NBS9	P38606
Q14254	Q7Z434
Q15084	P60174
Q9NYD6	Q6UX04
P17844	Q9Y2W1
P17844	O00461
Q15459	P61011
Q15427	Q9Y277
O43813	P50454
P14866	Q15149
P17844	P07814
Q15056	Q9BYD2
Q9UKK3	O75915
P54886	Q9Y5L4
O43660	P32969
Q969X6	Q9NZM5
Q08211	Q15050
P26038	Q6ZRS2
Q96TC7	O96008
P31327	P42704
P49721	P08670
Q16643	Q9BUJ2
Q15637	P27105
P31327	O94826
P63244	P62851
P20618	Q01130
Q8TEX9	P46777
P06493	P61024
P49006	Q9BRJ2
P78318	Q96ST3
P40424	P15374
P50914	P52815
Q9HBI1	Q06323
P24666	P30050
Q99439	P09493
P61978	Q16540
P04792	P40855
Q8IXI1	P32969
P49588	P47897
P17096	Q15554
P47897	Q96KR1
P23284	Q8IWZ8
P10606	P10515
O60832	O15160
Q9UBS4	O00115
Q9BTC0	Q9BVP2
Q9BTC0	Q9P0M6
Q9BTC0	O75367
Q96FN9	Q9H0R4
Q5SSJ5	Q16891
P19105	Q00325
Q9BTC0	Q9Y5H9
P19105	P26373
Q9BTC0	Q15050
Q96QV6	P62701
Q9NQ39	P62701
P56537	P46782
Q96T58	Q6P3W7
O14828	Q8IWZ8
O95747	Q08AF3
Q9BTC0	P18583
P30044	O60232
P30041	Q9NP77
Q9Y617	P42226
Q9Y3A5	O15400
Q9BWM7	Q99595
P50454	Q6ZVM7
O14828	Q9ULW0
O14828	Q8TAP9
P50213	P0C7P4
P78318	Q9C0B0
Q08211	Q9BVJ6
Q9UKK6	Q86VN1
P30044	Q96K21
Q13162	O00488
P19404	Q9UHG3
P68032	P35580
O75475	Q01081
O43678	Q9NTK5
P54289	O43181
Q8WVJ2	Q93008
P13473	P53999
Q8N684	Q8WUM0
Q8IWZ8	Q07157
O75691	Q96JP5
O43674	Q9BYN8
P21912	P24752
Q9UDW1	P62491
P04899	Q15149
P50570	Q8TAD4
Q99439	Q16658
Q9UHD8	P06753
Q14137	P62888
Q14137	Q9BVP2
Q96EB6	Q92925
P28288	O96008
P29692	Q12874
Q12906	Q9Y2Q5
P06576	P07237
P78371	O43396
P62736	Q13813
Q14644	Q14CB8
Q9P2J5	O43776
P36543	P07947
P62241	Q9Y4B6
P62280	P04004
P50416	P28331
Q15424	O15260
P60842	Q9NX14
P51659	P63027
P55209	Q09028
P07602	P43307
Q14197	O43674
Q14197	P17568
O96000	Q9BYD1
P09622	Q9Y6G3
P08174	Q9UP95
Q13423	Q16864
Q9P287	Q9BQ67
Q9Y4Y9	A9UHW6
Q9NUG6	Q9NQP4
Q9NVP1	O75400
Q9P2B2	Q02878
O43175	Q13243
Q06830	Q9UJC5
P60903	P49458
P48643	Q92526
P35659	Q9BVK6
Q6IBS0	Q9NYH9
Q8WXA9	Q96AX1
Q15126	Q96MX6
O43314	Q8NAP8
Q8N7H5	Q9UPT8
Q9UKM9	P60866
P62314	Q15185
Q12906	P56181
P15313	Q9Y6M5
P20618	Q9Y2Z0
P60981	P33993
O43809	P08670
O00116	P22307
P11021	Q96TC7
P06576	Q9UQ80
Q14254	P21796
O95573	P11586
Q9BY44	Q9UQ80
P61201	Q10713
Q8IXI1	O00217
P04080	O95486
Q96QK1	P61964
P43246	O60216
Q15436	O43765
Q16270	Q9NQC3
P32119	P00441
Q03169	Q86VN1
Q9BYC8	O60830
Q9H8Y8	Q96TC7
Q7Z6Z7	Q12884
P68104	O43290
P39210	Q4U2R6
Q12905	P14923
Q7RTV0	P49756
Q9H0U3	P23284
P23396	P09493
Q9H4B7	P24752
P17844	P84098
P02792	Q04637
Q9NRY2	Q969F1
Q14152	O96008
P40925	P36871
P63208	P21281
P46782	P21281
P08174	O75251
P31040	O14975
P62857	P11441
Q9ULV4	Q9HCU5
P11021	Q01082
P01111	Q99536
O00571	P62280
P34931	P62491
P30044	Q6PGN9
P20671	P62847
P05556	P18206
P11142	P14859
Q9UKV3	P18583
P51665	Q9BYN0
Q9Y512	Q9Y6N5
P34931	Q9P2E9
P02452	P13489
Q00796	Q92508
O75616	Q9Y247
Q5VT66	O43181
