PPI,ClusterSize,ClusterScore
AtrioventricularNode,5,-0.130988839138
AtrioventricularNode,6,-0.265575850309
AtrioventricularNode,7,0.0262804948203
AtrioventricularNode,9,0.0442634760337
AtrioventricularNode,8,0.526995623841
BDCA4__DentriticCells,1943,0.104087829869
BDCA4__DentriticCells,809,0.179949466807
BDCA4__DentriticCells,521,0.0984109423767
BDCA4__DentriticCells,999,0.0577115072783
BDCA4__DentriticCells,1049,0.0807503886354
BDCA4__DentriticCells,1032,0.127436498055
BDCA4__DentriticCells,2965,0.110642350202
BDCA4__DentriticCells,1542,0.0942603816895
BDCA4__DentriticCells,334,0.00658833499457
BDCA4__DentriticCells,1076,0.075532042872
BDCA4__DentriticCells,19,-0.0120535415833
BDCA4__DentriticCells,4,0.0
BDCA4__DentriticCells,267,0.165471639672
BDCA4__DentriticCells,65,0.188942484208
BDCA4__DentriticCells,14,0.115634332439
BDCA4__DentriticCells,13,0.182019765618
BDCA4__DentriticCells,4,0.636357391768
BDCA4__DentriticCells,9,-0.114159413129
BDCA4__DentriticCells,4,0.0
BDCA4__DentriticCells,4,0.138261760129
BDCA4__DentriticCells,5,-0.130988839138
BDCA4__DentriticCells,8,-0.000650625512132
BDCA4__DentriticCells,6,-0.265575850309
BDCA4__DentriticCells,7,0.0262804948203
BDCA4__DentriticCells,9,0.0442634760337
Bonemarrow,3609,0.119497743443
Bonemarrow,761,0.156746009862
Bonemarrow,555,0.0889812422973
Bonemarrow,127,0.178673363919
Bonemarrow,679,0.158178944324
Bonemarrow,1493,0.105288483267
Bonemarrow,1280,0.115424299465
Bonemarrow,348,0.0107252659426
Bonemarrow,606,0.0216481429711
Bonemarrow,1050,0.104953069737
Bonemarrow,607,0.0239362996473
Bonemarrow,753,0.0698135813648
Bonemarrow,129,0.00331824763208
Bonemarrow,4,-0.0323374068964
Bonemarrow,4,0.0
Bonemarrow,371,0.117371227948
Bonemarrow,268,0.165471639672
Bonemarrow,4,0.636357391768
Bonemarrow,9,-0.114159413129
Bonemarrow,6,-0.201668925393
Bonemarrow,4,0.138261760129
Bonemarrow,5,-0.130988839138
Bonemarrow,6,-0.265575850309
Bonemarrow,7,0.0262804948203
Bonemarrow,9,0.0442634760337
Bonemarrow,7,-0.129152898498
Bonemarrow,4,0.0
BronchialEpithelialCells,2247,0.112043806445
BronchialEpithelialCells,784,0.176580898091
BronchialEpithelialCells,757,0.0597289497131
BronchialEpithelialCells,996,0.0567242618883
BronchialEpithelialCells,1681,0.0977696182548
BronchialEpithelialCells,1041,0.129509598245
BronchialEpithelialCells,194,0.136154501038
BronchialEpithelialCells,2894,0.11470050298
BronchialEpithelialCells,100,0.0534694770765
BronchialEpithelialCells,880,0.0704989170569
BronchialEpithelialCells,353,0.0122089380923
BronchialEpithelialCells,4,-0.0323374068964
BronchialEpithelialCells,4,0.0
BronchialEpithelialCells,426,0.131829337026
BronchialEpithelialCells,267,0.165471639672
BronchialEpithelialCells,17,0.0846880389132
BronchialEpithelialCells,4,0.742242248547
